last_name,first_name,pitcher_id,avg_speed,pitch_type_name,pitcher_break_z,pitcher_break_x
Smeltzer,Devin,656970,82.2,Changeup,37.5,13.6
Doval,Camilo,666808,98.4,Sinker,25.6,11.3
Ryan,Joe,657746,84.6,Changeup,29.1,17.5
Velasquez,Vince,592826,84.7,Slider,33.8,6.5
Jiménez,Joe,641729,84.8,Slider,36.5,2.7
Clevinger,Mike,605182,93.2,Sinker,16.6,14
Snider,Collin,676092,86.3,Slider,38.3,6.5
Barlow,Scott,605130,93.6,4-Seamer,19.1,3.8
Junis,Jakob,596001,84.7,Changeup,33.3,9.8
Graterol,Brusdar,660813,99.7,Sinker,19.8,16.5
Graveman,Kendall,608665,88.7,Slider,32.2,5.2
Marinaccio,Ron,676760,83.9,Changeup,37.4,17.1
Chafin,Andrew,605177,82.9,Slider,40.7,0.2
Norris,Daniel,596057,79.9,Slider,42.6,13.4
García,Jarlín,606424,82.7,Slider,39.1,5.9
Woodruff,Brandon,605540,88,Slider,32,3.8
Leclerc,José,600917,96.5,4-Seamer,11.4,4
King,Michael,650633,95.5,Sinker,23.4,16.9
Skubal,Tarik,669373,83.6,Changeup,32.6,13.4
Herget,Jimmy,623474,90.4,Sinker,33.6,18
Sanchez,Aaron,592717,79.1,Curveball,54.6,12.8
Brieske,Beau,689225,82,Changeup,28,15.4
Sears,JP,676664,79.2,Slider,47.2,7
Phelps,David,475479,89.8,Cutter,19.7,0.8
Beede,Tyler,595881,84.8,Changeup,34.3,15.6
Walker,Taijuan,592836,92.9,Sinker,18.9,15.2
Karinchak,James,675916,82.9,Curveball,48.3,1.7
Trivino,Lou,642152,95.8,Sinker,21,16.4
Snider,Collin,676092,96,Sinker,26.6,14.6
Robertson,David,502085,84.7,Curveball,49.5,7.3
Carrasco,Carlos,471911,91.9,Sinker,24.9,16.2
Stephan,Trevor,663986,87.9,Splitter,30.9,11.9
Tepera,Ryan,572193,92.6,4-Seamer,15.1,7.2
Norris,Daniel,596057,86.7,Changeup,37.3,13.1
Clevinger,Mike,605182,86.6,Cutter,31.3,4.3
Rodriguez,Elvin,660730,93.1,4-Seamer,13.4,8.9
Chacín,Jhoulys,468504,92.9,Sinker,22.1,11.6
Littell,Zack,641793,87.9,Slider,29.1,2.5
Wheeler,Zack,554430,81.3,Curveball,51.7,9.2
Martínez,Adrián,661309,84,Changeup,42.3,14.2
García,Rony,665621,80.3,Curveball,42.2,7.9
Kaprielian,James,621076,79.3,Curveball,51.9,7.3
Pruitt,Austin,643493,91.4,4-Seamer,17.9,3.2
Baumann,Mike,657508,95.8,4-Seamer,11.9,5.5
Morgan,Eli,669212,75.9,Changeup,44,15.6
Kirby,George,669923,80.8,Curveball,53.6,9.9
Newcomb,Sean,656794,94.3,4-Seamer,14,5.7
Pagán,Emilio,641941,88.4,Splitter,27.2,12.3
Krehbiel,Joey,607216,86.3,Cutter,31.6,6.6
Smith,Drew,622098,85.4,Slider,38,7.8
Thornton,Trent,663423,93.8,4-Seamer,13.1,2.5
Adon,Joan,672851,79.7,Curveball,53.5,7.8
Effross,Scott,664123,90.3,Sinker,37.1,18
Cole,Gerrit,543037,89.7,Changeup,24.7,14
López,Pablo,641154,88.7,Cutter,28.8,2.3
Leclerc,José,600917,83.3,Slider,37.8,9.4
Rodriguez,Eduardo,593958,91.7,Sinker,22.2,13.9
Smith,Caleb,592761,83.6,Changeup,24.2,13.7
Hendriks,Liam,521230,89,Slider,30.7,2.5
Martin,Brett,656685,82.8,Curveball,47.9,1.9
Martinez,Nick,607259,81.7,Curveball,58.4,2.4
Warren,Art,605521,93.5,4-Seamer,15.5,5.7
Sanmartin,Reiver,665665,82,Slider,39,5.8
Kuhl,Chad,641771,79.5,Curveball,54.6,12.3
Valdez,Framber,664285,88.7,Changeup,33,15.3
Duffey,Tyler,608648,92.3,4-Seamer,16.4,4.4
Houck,Tanner,656557,94.5,Sinker,31.6,16.6
Stephens,Jackson,623451,76.8,Curveball,57.8,16
UnderwoodJr.,Duane,621249,92.4,Cutter,25.2,0.3
Mahle,Tyler,641816,85.5,Cutter,27,1.7
Scherzer,Max,453286,84.1,Changeup,34.9,14.9
Morton,Charlie,450203,88.4,Cutter,29.7,1.8
Martin,Chris,455119,91.7,Cutter,26.1,2.4
Wilson,Bryse,669060,85.1,Changeup,33.5,12.9
Danish,Tyler,641501,80.9,Curveball,37.6,11.4
Herget,Jimmy,623474,74.8,Curveball,46.1,16.9
DeJong,Chase,608328,77.7,Curveball,59.4,6.3
Kuhnel,Joel,669270,86.8,Slider,35.4,4.4
Tate,Dillon,622253,80.4,Slider,38,10
Lambert,Jimmy,669424,84.4,Slider,39.9,5.6
Alexander,Jason,669920,81.2,Slider,39.6,11.2
Darvish,Yu,506433,94.7,Sinker,18.9,14
Banks,Tanner,621383,86.7,Slider,31.3,4.6
Hader,Josh,623352,84,Slider,38.3,4.1
Kuhnel,Joel,669270,96.1,Sinker,21.4,15.9
Hearn,Taylor,621368,93.8,Sinker,18.7,14.5
Cessa,Luis,570666,93.6,Sinker,20.8,14.8
Kelly,Joe,523260,97.9,Sinker,18.2,15.2
Suter,Brent,608718,77.2,Changeup,34.8,10
Richards,Garrett,572070,88.6,Slider,35.9,2.3
Brieske,Beau,689225,86.2,Slider,29.9,0.1
Thompson,Ryan,657044,79.5,Slider,34.4,13.7
Lamet,Dinelson,659275,95.4,4-Seamer,15.4,6.1
Woodford,Jake,663765,91.8,Sinker,24.3,12.6
Melancon,Mark,453343,81.7,Curveball,55.7,4.6
Domínguez,Seranthony,622554,98.2,Sinker,18.9,15.3
Burke,Brock,656271,87.2,Slider,30.7,0.9
Stroman,Marcus,573186,89.4,Cutter,30.9,2.6
Ureña,José,570632,90.2,Changeup,24.7,11.7
Brazoban,Huascar,623211,87.7,Cutter,29,0.8
Ramirez,Noé,598287,78,Curveball,46.2,9.8
Martin,Brett,656685,93.5,Sinker,18.8,14.4
Bautista,Félix,642585,88.4,Splitter,28.2,7.5
Archer,Chris,502042,87,Changeup,26.9,13
Farmer,Buck,571656,83.3,Slider,37.4,7.5
Payamps,Joel,606303,94.8,4-Seamer,14.7,9
Pressly,Ryan,519151,89.7,Slider,31,5.1
UnderwoodJr.,Duane,621249,95.3,Sinker,19,14.1
Schreiber,John,670167,93.4,Sinker,34.3,15.5
Lynn,Lance,458681,91.5,Sinker,25.8,10.9
Mantiply,Joe,573009,81.1,Curveball,43.4,6.6
Stroman,Marcus,573186,87,Splitter,34.4,12.1
Ramirez,Noé,598287,84.1,Changeup,43.4,14.3
Buehler,Walker,621111,91.5,Cutter,23.4,4.5
Gott,Trevor,641627,91.5,Cutter,21.1,0.5
Bradish,Kyle,680694,83.2,Curveball,53.1,5.8
Swarmer,Matt,664161,90.5,4-Seamer,18.1,4.1
Castillo,Diego,650895,95.1,Sinker,25.4,17.3
Rucker,Michael,621074,86.4,Slider,37.2,3.8
Thornton,Trent,663423,82.2,Slider,40.8,14.7
Hill,Rich,448179,84.2,Cutter,29.6,1.9
Tate,Dillon,622253,83.9,Changeup,34.7,16.9
Chafin,Andrew,605177,91.6,4-Seamer,17.3,9.6
Kirby,George,669923,94.7,Sinker,20.6,16.2
Iglesias,Raisel,628452,84.1,Slider,32.7,8.4
Kirby,George,669923,88.3,Cutter,30.2,3.8
Staumont,Josh,622251,82.2,Curveball,52.4,9.2
Beede,Tyler,595881,95.8,4-Seamer,16.8,11
Stephan,Trevor,663986,85.9,Slider,34.5,9.5
Yarbrough,Ryan,642232,86.7,Sinker,25,14.2
Koenig,Jared,657649,89.2,Sinker,23.2,11.9
Ruiz,José,614179,89.9,Changeup,25.8,15.4
Cuas,Jose,621016,82.1,Slider,41.3,4
Kluber,Corey,446372,82.9,Changeup,33.7,13.6
Cabrera,Edward,665795,83.8,Curveball,44.8,9
LeiterJr.,Mark,643410,90.9,Sinker,20.6,12.7
Cabrera,Génesis,650893,96.1,4-Seamer,11.8,7.5
Garcia,Luis,677651,77.1,Curveball,57.1,5.9
Price,David,456034,92.1,4-Seamer,20.2,10.6
Germán,Domingo,593334,85.9,Changeup,28.5,17.9
Martinez,Nick,607259,93.3,Sinker,17.5,14.9
Montero,Rafael,606160,95.9,Sinker,21.4,16.2
Morton,Charlie,450203,87.2,Changeup,34.5,17.6
Cessa,Luis,570666,93.3,4-Seamer,16.8,7.4
Gott,Trevor,641627,95.2,4-Seamer,15.1,8.4
Crismatt,Nabil,622503,90.5,4-Seamer,19.3,7.4
Phillips,Evan,623465,93.3,Cutter,22,1.1
Beede,Tyler,595881,95.6,Sinker,20.8,15.7
Bednar,David,670280,77.1,Curveball,56.7,8.3
Thielbar,Caleb,573204,81.3,Slider,39.8,14.3
Houser,Adrian,605288,85,Slider,36.5,6.1
Thielbar,Caleb,573204,73,Curveball,68.3,10.5
Peralta,Freddy,642547,80.3,Slider,39,8
Richards,Garrett,572070,90,Changeup,30.1,15.2
Boxberger,Brad,502202,81.2,Changeup,35.9,11.2
Hentges,Sam,656529,95.7,Sinker,19.7,14.1
LeiterJr.,Mark,643410,91.1,4-Seamer,16.5,5.4
Detmers,Reid,672282,84.2,Changeup,29.6,13.5
Kikuchi,Yusei,579328,87,Changeup,28.1,10.5
LeiterJr.,Mark,643410,84.2,Changeup,34,6.4
Cabrera,Edward,665795,96,4-Seamer,13.8,9.8
Wacha,Michael,608379,92.6,Sinker,15.3,11.7
Boxberger,Brad,502202,87.3,Slider,29.2,7
Sampson,Adrian,592716,83,Slider,41.6,10.3
Hand,Brad,543272,92.6,4-Seamer,17.1,10.3
Howard,Spencer,675921,84.8,Cutter,37.7,5.2
Danish,Tyler,641501,90.9,Sinker,34.7,17.7
Castellanos,Humberto,528748,90.4,Sinker,31.3,16.1
Wick,Rowan,592858,76.8,Curveball,65.6,7.5
Gilbert,Logan,669302,86.2,Changeup,28.3,15.3
Eflin,Zach,621107,78.3,Curveball,49.9,12
Kremer,Dean,665152,76.5,Curveball,62.2,11.1
Mahle,Tyler,641816,83.9,Slider,36.8,5
Sulser,Cole,642121,83.2,Changeup,33.9,14.7
Ashby,Aaron,676879,79.7,Curveball,59,7.8
Barría,Jaime,642545,92,4-Seamer,15.8,5.8
Gonsolin,Tony,664062,80.7,Curveball,54,3.3
Miley,Wade,489119,85.1,Cutter,29.7,2.9
Pérez,Martín,527048,92.7,4-Seamer,17.4,10.9
Soto,Gregory,642397,89.3,Slider,28.1,1.4
Matz,Steven,571927,85.1,Changeup,35.8,15.2
Ohtani,Shohei,660271,90.5,Cutter,28.4,3.9
Rodriguez,Eduardo,593958,85.5,Changeup,30.7,16.5
López,Pablo,641154,93.4,Sinker,25.3,14.8
Brash,Matt,666374,84.5,Curveball,46.1,13.8
Sánchez,Aníbal,434671,89.1,Sinker,21,12.3
Moronta,Reyes,606625,82.1,Slider,39.1,12.8
Wantz,Andrew,681806,81.3,Slider,40.7,13.6
Foster,Matt,641582,85.8,Slider,32.1,5.5
Castano,Daniel,641447,86.5,Cutter,30,0.4
Bello,Brayan,678394,88.2,Changeup,30.4,16.7
Lugo,Seth,607625,94.4,Sinker,18.3,15.6
Taillon,Jameson,592791,87.7,Changeup,24.7,14
DeLosSantos,Enyel,660853,83.1,Slider,39.1,2.7
López,Pablo,641154,80.9,Curveball,51.7,11
Cessa,Luis,570666,87.8,Changeup,29.6,11.5
Megill,Trevor,656730,83.3,Curveball,56.3,7.6
Iglesias,Raisel,628452,88.7,Changeup,31.2,16.8
Suárez,Ranger,624133,89.7,Cutter,26.3,0
Robertson,David,502085,83.9,Slider,38.3,8.6
Wilson,Bryse,669060,77.2,Curveball,49.6,16.6
King,Michael,650633,82.3,Slider,40.3,18.6
Elder,Bryce,693821,82.4,Slider,44.8,0.5
Ragans,Cole,666142,82.1,Changeup,26.7,16.2
Pressly,Ryan,519151,94.5,4-Seamer,12.7,3.2
McCarty,Kirk,668948,88.5,Cutter,25.8,2.9
Whitlock,Garrett,676477,84.6,Changeup,33.3,18
Garcia,Luis,677651,84.8,Changeup,28,17
Bundy,Dylan,605164,72.2,Curveball,63.4,8.2
Dunn,Justin,643290,92.2,4-Seamer,15.4,8.3
Suarez,José,660761,78,Curveball,51.8,10.5
Castillo,Max,666721,87.5,Changeup,30.5,13.6
Floro,Dylan,571670,92.4,4-Seamer,17.6,10.4
Sandoval,Patrick,663776,78.6,Curveball,56.5,7.6
Diekman,Jake,518617,95.3,Sinker,22.5,17.8
Contreras,Roansy,672710,78.9,Curveball,56.7,8.9
Wendelken,J.B.,605525,95,4-Seamer,16,3.2
EdwardsJr.,Carl,605218,80.2,Curveball,52.7,7.9
Trivino,Lou,642152,81.9,Slider,40.2,16.8
Ohtani,Shohei,660271,77.7,Curveball,59.5,11.2
Castro,Miguel,612434,85.8,Slider,35.2,10.4
Abbott,Cory,676265,86.6,Slider,30.6,10.2
Brogdon,Connor,641401,95.1,4-Seamer,13.9,10.8
Foley,Jason,671345,85.5,Slider,35.9,6.6
Gore,MacKenzie,669022,80.8,Curveball,52.3,0.6
Manning,Matt,666159,83.7,Slider,29,8.2
Hernández,Carlos,672578,82.1,Curveball,45.1,3.1
Jansen,Kenley,445276,93.6,Sinker,11.8,4.6
Leone,Dominic,608678,91.4,Cutter,24.8,3.5
Mantiply,Joe,573009,82.6,Changeup,40.7,16.5
Akin,Keegan,669211,84.1,Changeup,30,16
Martínez,Adrián,661309,82,Slider,40.1,2.9
Kuhnel,Joel,669270,96.2,4-Seamer,17.1,7
Ortega,Oliver,661383,82.3,Curveball,48.5,6.3
Sampson,Adrian,592716,85.1,Changeup,31.7,15.9
Pilkington,Konnor,663455,84.4,Changeup,30.1,14.3
Blackburn,Paul,621112,86,Changeup,29.5,13.1
Peralta,Freddy,642547,75.8,Curveball,51.2,5.6
Plesac,Zach,668676,79.3,Curveball,52.8,1.9
Swanson,Erik,657024,83.5,Splitter,34.2,12
Heasley,Jonathan,669169,85.6,Slider,34,3.3
Darvish,Yu,506433,89.2,Splitter,29.4,6.2
Acevedo,Domingo,642758,86.8,Changeup,33.1,18
Marte,Yunior,628708,97.8,4-Seamer,14.5,12.2
Kaprielian,James,621076,85.2,Changeup,35.5,8.4
Liberatore,Matthew,669461,93.7,4-Seamer,14.7,6.9
Peterson,David,656849,93.2,Sinker,22.2,16.7
Milner,Hoby,571948,81.3,Changeup,39.8,17.1
Crowe,Wil,640444,95.1,4-Seamer,13.6,2.5
Syndergaard,Noah,592789,76.4,Curveball,47.8,11.3
Chacín,Jhoulys,468504,87,Slider,31.2,4.1
McCarty,Kirk,668948,92.5,4-Seamer,13.6,7.1
Falter,Bailey,663559,76.6,Curveball,53.4,7.6
UnderwoodJr.,Duane,621249,89.6,Changeup,27.8,14.8
Crawford,Kutter,676710,79.7,Curveball,57.5,9.2
Bello,Brayan,678394,85,Slider,39.7,4.2
Logue,Zach,656657,85.9,Cutter,29.1,1.5
Neris,Héctor,593576,94.5,Sinker,18.5,16.9
López,Jorge,605347,84.1,Curveball,50.8,9.2
Burnes,Corbin,669203,96.3,Sinker,17.3,11.6
Corbin,Patrick,571578,82.5,Changeup,30.4,12.7
Head,Louis,545343,93.6,4-Seamer,15.7,5.5
Cabrera,Génesis,650893,79.3,Curveball,53.8,9.1
Walker,Taijuan,592836,75,Curveball,60.5,7
Sanmartin,Reiver,665665,90.5,Sinker,28.9,17.5
Hill,Tim,657612,91.5,4-Seamer,28.3,17.4
Nance,Tommy,667297,94.2,Sinker,23.7,15.9
Pagán,Emilio,641941,85.8,Cutter,35.1,4.4
Velasquez,Vince,592826,81.5,Curveball,50.6,4.4
Crismatt,Nabil,622503,73.2,Curveball,65.2,13.4
Payamps,Joel,606303,94.3,Sinker,21.8,15.7
Knebel,Corey,608349,78.7,Curveball,62.5,10.3
Garcia,Luis,677651,79.6,Slider,45.2,15.2
Long,Sam,669674,84.3,Changeup,23.8,11
Houck,Tanner,656557,95.2,4-Seamer,20.9,10.4
Houser,Adrian,605288,81.1,Curveball,55.6,6.7
Hernández,Jonathan,642546,98,Sinker,21.2,18.8
Nelson,Kyle,669459,91.9,4-Seamer,17.4,3.9
Assad,Javier,665871,92.3,Sinker,20,14.2
Richards,Trevor,670950,85.1,Curveball,35.7,2
Javier,Cristian,664299,76.5,Curveball,56.4,13.2
Schmidt,Clarke,657376,94.9,Sinker,23.4,14.3
Wells,Tyler,669330,77.8,Curveball,51.1,12.1
Eovaldi,Nathan,543135,85.9,Slider,33.8,6.6
Montero,Rafael,606160,91.1,Changeup,27.5,16.9
Stratton,Chris,608717,86.7,Slider,35.1,6.6
Hill,Rich,448179,69.2,Slider,56.5,22.7
Whitlock,Garrett,676477,83.2,Slider,40.9,1.6
Jefferies,Daulton,641726,92.5,Sinker,19.6,16.6
Poche,Colin,621363,78.8,Curveball,48.7,17.7
Zimmermann,Bruce,669145,85.1,Slider,34.9,1.1
Moore,Matt,519043,85,Changeup,29.4,17
Cole,Gerrit,543037,92,Cutter,24.4,0.5
Gray,Sonny,543243,81.6,Slider,47.5,17.5
Abreu,Albert,656061,88.6,Slider,29.3,2.5
Peralta,Wily,503449,83.6,Slider,38.6,1.8
Banda,Anthony,607455,86.6,Changeup,31.6,14.6
Stanek,Ryne,592773,88.6,Splitter,31,12.3
Baker,Bryan,641329,84,Changeup,28,14.3
Stroman,Marcus,573186,92.4,4-Seamer,18.8,4.2
Sánchez,Aníbal,434671,89.9,4-Seamer,17.1,3.7
Jiménez,Dany,666204,93.9,4-Seamer,13.3,3.4
Kopech,Michael,656629,78.4,Curveball,51.9,8
Gilbreath,Lucas,656458,82.7,Slider,42.7,3.8
Hoffman,Jeff,656546,87.7,Changeup,28.1,14.4
Smeltzer,Devin,656970,75.2,Curveball,59,11.6
Lange,Alex,656638,89.7,Changeup,31.4,16.5
Scherzer,Max,453286,89.2,Cutter,26,0.3
Domínguez,Seranthony,622554,89.5,Slider,30.7,5.1
Stephens,Jackson,623451,94,Sinker,21.7,15.2
Barría,Jaime,642545,91.7,Sinker,17.1,11.4
Hoffman,Jeff,656546,81.2,Slider,46.3,10.9
Minter,A.J.,621345,87.6,Changeup,32.3,16.2
Strzelecki,Peter,657265,82.9,Slider,37.1,15.6
Silseth,Chase,681217,95.4,4-Seamer,14.1,7.3
Hutchison,Drew,571800,92.7,Sinker,17.3,11.2
Mills,Wyatt,670090,91.8,4-Seamer,24.9,13.9
Montas,Frankie,593423,89.5,Cutter,27.8,4
Ramirez,Yohan,670990,82.7,Slider,34.9,15.3
Ober,Bailey,641927,82.9,Slider,40.1,5.4
Martinez,Seth,661527,91.9,4-Seamer,19.1,10.3
Scherzer,Max,453286,75,Curveball,58.4,16.6
Hentges,Sam,656529,81.3,Curveball,55.5,6.3
Sandlin,Nick,680704,93.5,Sinker,28.8,15.8
Blackburn,Paul,621112,91.5,4-Seamer,16.2,5.5
Farmer,Buck,571656,88.7,Changeup,34.5,14
Hill,Garrett,682051,91.7,Sinker,17.5,12.9
Machado,Andres,600921,87.1,Slider,32.6,5.1
Suárez,Ranger,624133,76.5,Curveball,55.6,9.8
Gore,MacKenzie,669022,87.4,Slider,30.6,2.1
Long,Sam,669674,77,Curveball,62,2.1
Nola,Aaron,605400,86.8,Cutter,29.1,0.9
Sanchez,Aaron,592717,92.4,4-Seamer,18.2,11.2
Familia,Jeurys,544727,95.4,4-Seamer,16.4,10.2
Maton,Phil,664208,80.9,Slider,37.7,17.8
Woodford,Jake,663765,82.1,Slider,43.7,12.7
Sanmartin,Reiver,665665,90.9,4-Seamer,21.3,13.6
Wick,Rowan,592858,93.1,Cutter,16.9,2.5
Gilbert,Tyler,656457,86.2,Cutter,26,2.5
Naughton,Packy,676050,92.8,4-Seamer,17.2,7.1
Stripling,Ross,548389,76.1,Curveball,59,7.2
Castellanos,Humberto,528748,86.2,Slider,29.2,1.6
Chacín,Jhoulys,468504,79.8,Curveball,43.9,14.7
Wright,Kyle,657140,90.1,Slider,25.6,1
McCullersJr.,Lance,621121,85.1,Slider,33.5,13.2
Holmes,Clay,605280,86,Slider,39.2,11.1
Ferguson,Caleb,657571,78.3,Curveball,58.9,13.8
Gray,Jon,592351,88.7,Changeup,26,14.2
Pressly,Ryan,519151,81,Curveball,56.2,14.8
Musgrove,Joe,605397,92.4,Sinker,22.9,12.4
Hill,Garrett,682051,82.6,Slider,37.8,6.1
Peralta,Wily,503449,95.4,4-Seamer,13.7,7.1
Greinke,Zack,425844,82.2,Slider,34.4,8.1
Falter,Bailey,663559,83.5,Slider,35.5,4.4
Mills,Wyatt,670090,80.8,Slider,35.8,7
Raley,Brooks,548384,90.7,Sinker,29.4,16.4
Wainwright,Adam,425794,82.2,Changeup,32.4,14.3
McCullersJr.,Lance,621121,82.7,Curveball,50.6,13.6
Pepiot,Ryan,686752,86.8,Changeup,29.8,16.8
Floro,Dylan,571670,84.1,Slider,34.9,2
Abbott,Cory,676265,84.4,Curveball,43.9,0.9
Castro,Miguel,612434,97.9,Sinker,23.3,17.4
Bird,Jake,656234,91.4,Cutter,24.9,0.6
Givens,Mychal,571710,82,Changeup,43.6,9.2
Kirby,George,669923,85.5,Slider,38.1,10.1
Moreta,Dauri,664294,95.9,4-Seamer,11.9,8.2
Clevinger,Mike,605182,86.3,Changeup,26.6,14.3
Assad,Javier,665871,88.1,Cutter,28.2,3.6
McCullersJr.,Lance,621121,93.1,Sinker,26.1,13.4
Bello,Brayan,678394,97,4-Seamer,15.7,9.5
Eflin,Zach,621107,93.1,4-Seamer,17.6,10.4
Hernández,Jonathan,642546,87.3,Slider,35.2,5.2
Bañuelos,Manny,544365,81.7,Curveball,39.5,10.3
King,John,667463,80.7,Changeup,42,15.7
Cabrera,Edward,665795,86.8,Slider,33.8,4.4
Graterol,Brusdar,660813,95.6,Cutter,22.3,0.2
Williams,Trevor,592866,84.4,Changeup,33.6,13.9
Clarke,Taylor,664199,89,Changeup,29.5,14.1
Flexen,Chris,623167,80.9,Slider,43.5,8.4
Sears,JP,676664,82.7,Changeup,36.8,18.1
Anderson,Tyler,542881,89,Sinker,28,17.2
Weaver,Luke,596133,86.9,Changeup,30.7,14.6
Minor,Mike,501985,79.2,Curveball,55,7.1
Iglesias,Raisel,628452,94.8,Sinker,21,16.9
Alexander,Jason,669920,81.5,Changeup,38.3,17
Singer,Brady,663903,86.9,Changeup,24.3,14.5
Garcia,Yimi,554340,89.4,Slider,26.7,2.6
LeiterJr.,Mark,643410,73.2,Curveball,68.6,7.6
López,Jorge,605347,90,Changeup,30.8,15.8
Thompson,Zack,668868,75,Curveball,67.4,7.8
Gibson,Kyle,502043,79,Curveball,52.7,7.3
Otto,Glenn,657248,88.2,Changeup,25.9,14
Hutchison,Drew,571800,86.5,Changeup,26.9,13.3
Lorenzen,Michael,547179,90.4,Cutter,24.6,0
Musgrove,Joe,605397,86.5,Changeup,32.7,11.4
Davis,Austin,656354,86.3,Changeup,29.1,15.9
Banks,Tanner,621383,84.9,Changeup,31.7,10.6
Martinez,Seth,661527,79.6,Slider,35.7,12.7
Keuchel,Dallas,572971,85.2,Cutter,30,1.3
Hernández,Carlos,672578,85.7,Slider,34.9,3.1
Suarez,Robert,663158,97,Sinker,14.7,14
Eflin,Zach,621107,90,Cutter,22.2,0.8
Thompson,Zach,605507,85.7,Changeup,31.6,12.1
Williams,Trevor,592866,89,Sinker,30.9,15.6
Miley,Wade,489119,81.4,Changeup,34.6,16.1
Weems,Jordan,607179,88.2,Slider,32.7,6
Brogdon,Connor,641401,88.3,Cutter,23.2,3.2
Banda,Anthony,607455,95.2,4-Seamer,15,10.9
Bleier,Richard,542947,87.3,Cutter,29.6,0.9
Richards,Garrett,572070,94.4,4-Seamer,21.9,0.5
Burke,Brock,656271,88.1,Changeup,26.8,16.9
Buehler,Walker,621111,79.2,Curveball,57.7,11.5
Ort,Kaleb,672391,86,Slider,36.4,10.3
Lynn,Lance,458681,82,Curveball,42.2,10.4
Houser,Adrian,605288,85.4,Changeup,30.7,15
Phillips,Evan,623465,96,4-Seamer,15.6,5.3
Eovaldi,Nathan,543135,90.6,Cutter,22.2,1.4
Keller,Mitch,656605,91.2,Changeup,28.1,14.8
Bassitt,Chris,605135,85.4,Changeup,30.9,16.2
Garcia,Yimi,554340,82.4,Curveball,42.8,11.4
Lodolo,Nick,666157,88.3,Changeup,32.9,17.9
King,Michael,650633,96.4,4-Seamer,12.8,7.1
Trivino,Lou,642152,95.6,4-Seamer,16,9.2
Alexander,Tyler,641302,77.7,Slider,45,13.4
Swanson,Erik,657024,84.9,Slider,31.6,5.9
Gray,Sonny,543243,83.4,Cutter,44.8,7.5
Newcomb,Sean,656794,88.3,Cutter,30.4,3.5
GarzaJr.,Ralph,621248,87.8,Sinker,36.5,16.2
Rodón,Carlos,607074,79.8,Curveball,55.5,6.4
Peters,Dillon,596071,92.5,Sinker,19.3,13.4
Kuhl,Chad,641771,87.9,Changeup,29,13.9
Ryan,Joe,657746,74.9,Curveball,56.5,10.6
