last_name,first_name,pitcher_id,avg_speed,pitch_type_name,pitcher_break_z,pitcher_break_x
Bradish,Kyle,680694,89.9,Changeup,24.3,12.2
Leclerc,José,600917,89.7,Changeup,23,13.5
Schmidt,Clarke,657376,83.5,Curveball,48.8,15
Matz,Steven,571927,78,Curveball,54.6,14.9
Suarez,Robert,663158,89.3,Changeup,26.7,16.2
Gott,Trevor,641627,95.1,Sinker,21.8,16.5
Chapman,Aroldis,547973,85.7,Slider,33.1,10.7
Kirby,George,669923,86,Changeup,33.5,15.3
Flaherty,Jack,656427,83.8,Slider,37.6,7.4
Baumann,Mike,657508,91.5,Slider,25.5,2.1
Stanek,Ryne,592773,87.1,Slider,38,2.3
Walker,Taijuan,592836,88.6,Cutter,23,1.5
Raley,Brooks,548384,85.5,Changeup,36.4,17
Matzek,Tyler,554431,83.2,Slider,46.9,6.4
Williams,Trevor,592866,83.2,Slider,37.1,5.6
Bañuelos,Manny,544365,85.8,Slider,34,5.2
Beede,Tyler,595881,88,Slider,32.7,1.5
Duran,Jhoan,661395,96.4,Splitter,26.2,12.9
Castano,Daniel,641447,81.2,Slider,42,7.4
Oller,Adam,670124,86.5,Changeup,29.4,14.5
Raley,Brooks,548384,88,Cutter,27.9,3.5
Logue,Zach,656657,77.5,Curveball,42.4,10.4
Morgan,Eli,669212,85.7,Slider,32.3,1.4
Pallante,Andre,669467,94.8,Sinker,17.9,12.7
Elder,Bryce,693821,90.5,Cutter,19.3,1.6
Strahm,Matt,621381,88.6,Slider,27.9,2.4
Kremer,Dean,665152,91.7,Sinker,20.6,16.2
Hendricks,Kyle,543294,72.7,Curveball,67.5,13.7
Fulmer,Michael,605242,94.2,4-Seamer,15,4
Brazoban,Huascar,623211,89,Changeup,31,15.8
Castellanos,Humberto,528748,76.5,Curveball,54,11.7
Megill,Tylor,656731,85.2,Slider,38.7,4.2
Feltner,Ryan,663372,77.9,Curveball,54.6,8.2
Winder,Josh,680739,88.9,Changeup,24.2,12.4
Wesneski,Hayden,669713,81.2,Slider,40.3,18.1
Jax,Griffin,643377,89.8,Changeup,28.2,14.2
Pruitt,Austin,643493,80.9,Curveball,52.4,8
Gibaut,Ian,664139,92.4,Cutter,22.4,4.1
Pineda,Michael,501381,80.7,Slider,41.2,0.6
Machado,Andres,600921,88.9,Changeup,29.4,11.7
Watkins,Spenser,657093,76.8,Curveball,60.7,5.7
Steele,Justin,657006,91.6,Sinker,20.6,9.4
Stammen,Craig,489334,87.8,Cutter,27.6,1.4
Chavez,Jesse,445926,85.5,Changeup,35.7,15.8
Barría,Jaime,642545,85,Changeup,27.9,13.8
Loáisiga,Jonathan,642528,86.9,Curveball,32.8,9.3
Winckowski,Josh,670174,93.7,4-Seamer,16.2,2.8
Hearn,Taylor,621368,87.6,Changeup,26.1,10.4
Moreta,Dauri,664294,96,Sinker,12.7,11.9
Henry,Tommy,674072,85.7,Slider,31.3,1.4
Stripling,Ross,548389,89.9,Sinker,19.4,12.1
Peters,Dillon,596071,84.8,Changeup,28.1,12.6
Bundy,Dylan,605164,89.7,Sinker,17,12.1
Estévez,Carlos,608032,87.3,Slider,35.1,5.1
Peralta,Wily,503449,95.5,Sinker,15.7,11.9
Sandlin,Nick,680704,93.6,4-Seamer,20.2,11.3
Liberatore,Matthew,669461,74.3,Curveball,67.2,11.6
Barlow,Joe,669618,94.6,4-Seamer,11.4,6.1
Rucker,Michael,621074,80.6,Curveball,52,15.6
Gutierrez,Vladimir,661269,82.2,Slider,40.6,12.8
Price,David,456034,92.4,Sinker,22.2,15.1
Rainey,Tanner,663432,88.4,Slider,33.5,3.6
Hentges,Sam,656529,88,Slider,33.2,3.5
Woodford,Jake,663765,92.4,4-Seamer,18.4,5.5
Gibaut,Ian,664139,84.2,Slider,37.2,13.1
Bañuelos,Manny,544365,93.4,Sinker,23.6,16.1
Puk,A.J.,640462,96.1,Sinker,24,17.8
Garrett,Braxton,666129,78.7,Curveball,53.2,11.4
Suarez,José,660761,91.7,Sinker,22.6,15.2
Tepera,Ryan,572193,92.9,Sinker,19.9,16.2
Trivino,Lou,642152,92.3,Cutter,25.2,2
Peters,Dillon,596071,92.9,4-Seamer,15.1,4.8
Estévez,Carlos,608032,88.4,Changeup,28.4,10.6
Hernandez,Elieser,622694,84.6,Changeup,29.4,16.5
Bañuelos,Manny,544365,93.7,4-Seamer,17.8,11.5
Schmidt,Clarke,657376,94.7,4-Seamer,16.6,4.9
Brazoban,Huascar,623211,97.3,4-Seamer,14.2,10.3
Moreta,Dauri,664294,85.7,Slider,35.8,3.7
Hand,Brad,543272,92.4,Sinker,21.8,17.1
Assad,Javier,665871,92.9,4-Seamer,15.2,6.9
Lugo,Seth,607625,88.9,Slider,27.7,2.7
Garcia,Yimi,554340,93.8,Sinker,25.2,17.7
Zimmermann,Bruce,669145,81,Curveball,48.9,1.5
Bush,Matt,456713,92.9,Cutter,22.2,2.2
Wacha,Michael,608379,74.7,Curveball,58.8,10.3
Megill,Tylor,656731,89.1,Changeup,27.4,15.3
Koenig,Jared,657649,77.6,Curveball,54,10
Peralta,Wily,503449,82.6,Splitter,31.9,11.3
Pérez,Cionel,672335,96.5,Sinker,20.4,15.1
Naughton,Packy,676050,84.4,Changeup,32.1,14.1
Bednar,David,670280,89.8,Splitter,28.8,4.5
Graveman,Kendall,608665,90.7,Changeup,28.2,14
Brubaker,JT,664141,92.7,4-Seamer,16.2,9.3
Peralta,Freddy,642547,85.9,Changeup,33.4,14.7
Phelps,David,475479,93.2,Sinker,18.1,15.5
Garrett,Braxton,666129,85.9,Changeup,33.5,16.9
Pineda,Michael,501381,85.3,Changeup,29.1,15
Kuhnel,Joel,669270,90.2,Changeup,28.6,11.6
Anderson,Chase,502624,82.9,Changeup,26,16.6
Logue,Zach,656657,82,Changeup,40.6,15.2
Civale,Aaron,650644,90.7,4-Seamer,16,2.1
Fulmer,Michael,605242,94.5,Sinker,20.2,15
Sands,Cole,663485,78.6,Curveball,48.8,18.1
Luetge,Lucas,476595,73.5,Curveball,66.4,10.3
Oller,Adam,670124,80.5,Curveball,49.5,5
Nance,Tommy,667297,86.9,Slider,39.3,2.7
Wantz,Andrew,681806,87.9,Cutter,31.7,6.2
Silseth,Chase,681217,86.3,Splitter,31.5,11
Williams,Trevor,592866,78.6,Curveball,42,11
Martin,Brett,656685,86.8,Slider,33.2,2.6
Winder,Josh,680739,81,Curveball,51.3,1.8
Marinaccio,Ron,676760,80.4,Slider,36.8,14.4
Cabrera,Edward,665795,95.8,Sinker,17.2,15.5
Davies,Zach,605200,87.6,Cutter,22.4,4.8
Pepiot,Ryan,686752,86.7,Slider,32.4,7
UnderwoodJr.,Duane,621249,82.7,Curveball,51.2,7.4
Sánchez,Cristopher,650911,84.4,Changeup,37.3,17
Montero,Rafael,606160,87.9,Slider,32.6,6
Liberatore,Matthew,669461,92.8,Sinker,18.7,13.1
Ober,Bailey,641927,84.3,Changeup,30.7,16.4
Blach,Ty,621389,80.7,Changeup,39.7,15.7
Germán,Domingo,593334,92.7,Sinker,22.8,17.5
McCullersJr.,Lance,621121,87,Changeup,38,17.3
Jansen,Kenley,445276,81.2,Slider,47.4,4.6
Santana,Dennis,642701,89.9,Changeup,25.7,17.2
Davies,Zach,605200,74.7,Curveball,62.3,10.7
Odorizzi,Jake,543606,82.6,Slider,36.6,6.5
Castillo,Max,666721,83.4,Slider,36,3.2
Ottavino,Adam,493603,94.8,4-Seamer,16.6,8.2
Strahm,Matt,621381,82.7,Curveball,40.6,6.2
Cabrera,Génesis,650893,90.2,Changeup,23.2,14.9
Graterol,Brusdar,660813,90.6,Slider,32.1,5.4
Payamps,Joel,606303,88.9,Changeup,30.8,16.6
Floro,Dylan,571670,85.2,Changeup,35.7,17
Cabrera,Génesis,650893,95.9,Sinker,15.6,14.6
Gilbert,Tyler,656457,89.5,4-Seamer,18.9,7
Anderson,Chase,502624,91.9,4-Seamer,14.7,6.8
Peralta,Wandy,593974,87.6,Slider,31.3,1.9
Finnegan,Kyle,640448,89,Slider,26.7,2.9
Faedo,Alex,656412,86.2,Changeup,25.8,15.8
Wesneski,Hayden,669713,93.1,4-Seamer,18.6,6.3
Mayza,Tim,641835,88.6,Slider,30.6,0.5
Oller,Adam,670124,93.6,Sinker,17.1,15.1
Moreta,Dauri,664294,87.8,Changeup,21.3,12.5
Fleming,Josh,676596,82.2,Changeup,41.8,15
Sánchez,Cristopher,650911,84.8,Slider,38.1,1.8
Colomé,Alex,517008,94.5,4-Seamer,14.4,2.4
García,Luis,472610,88.8,Splitter,31,9
Lynch,Daniel,663738,81.1,Curveball,47,1.9
Jefferies,Daulton,641726,89.6,Cutter,23.4,2.8
López,Jorge,605347,87.4,Slider,34.5,7.7
Winckowski,Josh,670174,88.6,Cutter,29.4,3.9
Pop,Zach,647315,85,Slider,38.6,7.9
Waldichuk,Ken,686610,81,Slider,43.3,17.8
Graveman,Kendall,608665,96.6,4-Seamer,13.9,9
Beede,Tyler,595881,79.1,Curveball,56.4,8.7
Familia,Jeurys,544727,88.7,Slider,28.1,0.6
Skubal,Tarik,669373,76.9,Curveball,55.3,6.4
Bautista,Félix,642585,85.2,Slider,39.1,5.3
Buehler,Walker,621111,83.5,Slider,37.2,13.9
Kaprielian,James,621076,94.4,Sinker,20.3,15.8
Rodriguez,Elvin,660730,82.9,Slider,39.9,2.9
Bleier,Richard,542947,77.7,Slider,48.3,8.8
Loup,Aaron,571901,80.3,Changeup,45.1,17.6
Wentz,Joey,666214,83.4,Cutter,34.7,1.7
Jefferies,Daulton,641726,86.1,Changeup,33.1,15
Brubaker,JT,664141,87.2,Changeup,29.6,15.2
Familia,Jeurys,544727,92.5,Splitter,28.1,16.3
White,Mitch,669952,94.2,Sinker,16.8,13.1
Ureña,José,570632,96.1,4-Seamer,16.9,9.9
Effross,Scott,664123,83,Changeup,48.6,14.3
GarzaJr.,Ralph,621248,77.5,Slider,37.5,13.8
Naughton,Packy,676050,80.9,Slider,42.2,3.5
Severino,Luis,622663,90.4,Cutter,28.9,4.9
Snell,Blake,605483,87.1,Changeup,26.1,13.7
Hill,Garrett,682051,82.2,Changeup,35,12.7
Winckowski,Josh,670174,89.9,Changeup,31.5,15.6
UnderwoodJr.,Duane,621249,95.9,4-Seamer,14.9,7.2
Ragans,Cole,666142,88.5,Cutter,27.5,0.9
Lambert,Jimmy,669424,85.4,Changeup,31.2,14.6
Oller,Adam,670124,84.3,Slider,43.2,4.8
Greene,Hunter,668881,90.1,Changeup,22,11.3
Sawamura,Hirokazu,617228,85.8,Slider,32.3,7
Senzatela,Antonio,622608,87,Changeup,27.8,8
Keller,Brad,641745,90,Changeup,25.1,10.1
Martinez,Seth,661527,90.9,Sinker,30.1,14.9
Banda,Anthony,607455,93,Sinker,22.8,17.6
Dunn,Justin,643290,83.4,Slider,40.8,6.5
Loáisiga,Jonathan,642528,89.9,Changeup,23.3,16.9
Vest,Will,676684,86.8,Changeup,32.6,15.5
Blach,Ty,621389,85,Cutter,33,0.1
Brasier,Ryan,518489,96.1,Sinker,18.7,15.7
Zimmermann,Bruce,669145,90.5,Sinker,23.3,14.4
Martin,Davis,663436,85.9,Changeup,28,14.9
Henry,Tommy,674072,80.6,Curveball,50.5,6.8
Bird,Jake,656234,81.7,Curveball,50,14.4
García,Rony,665621,92.5,Sinker,24.6,17
Mills,Wyatt,670090,91.3,Sinker,32.1,15
Dunn,Justin,643290,79.8,Curveball,43.3,14.8
Strahm,Matt,621381,94,Sinker,19.6,17.5
Velasquez,Vince,592826,88.1,Changeup,28.4,12.2
King,John,667463,78.9,Slider,50.8,13.3
Wesneski,Hayden,669713,92,Sinker,25.7,16.9
Megill,Trevor,656730,88.5,Slider,39.6,6.4
Martin,Davis,663436,79.7,Curveball,54.6,8.1
Wendelken,J.B.,605525,85.9,Slider,38.8,6.8
Smeltzer,Devin,656970,84.8,Cutter,29.3,2.3
Flaherty,Jack,656427,77.2,Curveball,56.6,13.6
Silseth,Chase,681217,83.7,Slider,45,7.3
Baumann,Mike,657508,84,Curveball,52.9,4.5
McGee,Jake,459429,85.2,Slider,31.6,1.1
Sanchez,Aaron,592717,87.8,Changeup,29.3,15.7
McFarland,T.J.,519008,81.8,Changeup,40.5,14.9
Naughton,Packy,676050,92.6,Sinker,21.1,15.3
LeiterJr.,Mark,643410,87.3,Cutter,29.9,3.1
Duffey,Tyler,608648,92.4,Sinker,24.5,14.2
Price,David,456034,87.9,Cutter,27.7,0
Snead,Kirby,669912,93.5,4-Seamer,18.5,14.2
Abreu,Bryan,650556,84.5,Curveball,46.2,11.3
Gutierrez,Vladimir,661269,82.9,Changeup,29.9,13.1
Oviedo,Johan,670912,78.4,Curveball,49.7,10.8
Hernández,Jonathan,642546,90.1,Changeup,28.1,19.4
Hill,Garrett,682051,77.1,Curveball,58.2,10
Sands,Cole,663485,84.9,Splitter,39.1,12.4
Elder,Bryce,693821,86,Changeup,32.8,11.7
Manning,Matt,666159,79.7,Curveball,54,8.9
Velasquez,Vince,592826,91.9,Sinker,18.5,12.3
Staumont,Josh,622251,97.1,Sinker,12.2,9
Gilbert,Tyler,656457,89.7,Sinker,22,14.1
Trivino,Lou,642152,87.4,Changeup,35.4,16.1
Ober,Bailey,641927,76.7,Curveball,57.2,9.5
Feltner,Ryan,663372,83.8,Changeup,33,5.3
Chapman,Aroldis,547973,88.1,Splitter,36.1,2.1
Thornton,Trent,663423,79.7,Curveball,59.4,8.4
Fleming,Josh,676596,84.3,Cutter,32.7,0.8
Koenig,Jared,657649,82.9,Cutter,35.5,4.2
Hernández,Carlos,672578,84.9,Splitter,28.7,9.5
Hendriks,Liam,521230,85.8,Curveball,47.6,3.2
Nance,Tommy,667297,93.8,4-Seamer,15.4,9.1
Helsley,Ryan,664854,80.7,Curveball,53.7,6.7
Harvey,Hunter,640451,89.4,Splitter,30.8,10.9
Kikuchi,Yusei,579328,91.1,Cutter,21.9,0.3
Senzatela,Antonio,622608,78.2,Curveball,50.8,5.9
Bass,Anthony,542914,95,4-Seamer,13.5,6.4
Danish,Tyler,641501,84.4,Changeup,39.5,14.6
García,Rony,665621,87.5,Changeup,26.9,12.1
GarzaJr.,Ralph,621248,83.1,Changeup,33.4,16.4
Castro,Miguel,612434,92.5,Changeup,31.5,17.6
EdwardsJr.,Carl,605218,90.6,Changeup,23.4,12.3
Thompson,Keegan,624522,92.8,Sinker,18.9,12.5
Finnegan,Kyle,640448,88.6,Splitter,31.4,9.2
Peterson,David,656849,78.5,Curveball,52.5,7.3
Archer,Chris,502042,81.7,Curveball,46.6,5
Littell,Zack,641793,85.6,Splitter,33.8,7.3
Keuchel,Dallas,572971,77,Slider,45.3,9.8
DeLosSantos,Enyel,660853,87.4,Changeup,26.3,15.4
Crawford,Kutter,676710,86.6,Changeup,25.9,10.9
Phillips,Evan,623465,96.2,Sinker,21.1,15.1
Brieske,Beau,689225,93.6,Sinker,17.1,13.3
Effross,Scott,664123,90.8,4-Seamer,29.6,17.3
Peters,Dillon,596071,77.3,Curveball,56.6,11.7
Kennedy,Ian,453178,85.7,Changeup,29,8.4
Stephens,Jackson,623451,85.9,Changeup,35.2,8.2
Smith,Will,519293,76.9,Curveball,54.6,8.9
Gutierrez,Vladimir,661269,78.4,Curveball,52.2,15.1
Anderson,Chase,502624,90.2,Cutter,18,0.9
Sampson,Adrian,592716,84.9,Cutter,37.7,3.3
Stammen,Craig,489334,81.5,Slider,43.5,10.9
Phelps,David,475479,86.5,Changeup,28.3,18
Abreu,Albert,656061,97.6,4-Seamer,12.9,10.6
Koenig,Jared,657649,82.8,Changeup,32.6,13.2
Foley,Jason,671345,96.1,4-Seamer,16.7,13
Waldichuk,Ken,686610,82.4,Changeup,36.2,15.4
Jefferies,Daulton,641726,80.2,Curveball,44.7,5.1
Strzelecki,Peter,657265,83.3,Changeup,40.5,16.4
Adon,Joan,672851,87.4,Changeup,28.5,16.1
Pilkington,Konnor,663455,81.9,Slider,41.1,1.9
Ramirez,Erasmo,541640,80.6,Curveball,46.7,7.2
Buehler,Walker,621111,90.5,Changeup,28.3,13.7
Shaw,Bryan,543766,82.7,Curveball,52.9,6.8
Martin,Chris,455119,88.4,Splitter,31.7,12.4
Norris,Daniel,596057,90.9,Sinker,22.7,15.7
Miley,Wade,489119,89.1,4-Seamer,16.7,3.3
Hernandez,Elieser,622694,92,Sinker,18.6,13.6
Strickland,Hunter,519326,94.3,Sinker,20.6,12.7
Murfee,Penn,682171,88.9,Sinker,33.1,10.7
Gott,Trevor,641627,82.7,Curveball,49.9,10
Wendelken,J.B.,605525,85.5,Changeup,32.6,15.4
Tepera,Ryan,572193,85.8,Changeup,32.2,11.1
Castellanos,Humberto,528748,84,Changeup,35.8,15.2
López,Reynaldo,625643,80.4,Curveball,50.4,9.4
Crawford,Kutter,676710,85.2,Slider,37.7,5.1
deGrom,Jacob,594798,92,Changeup,26.1,13.2
Cotton,Jharel,605194,79.5,Slider,46.3,12.7
Davidson,Tucker,656353,78.4,Curveball,53.4,8
Stratton,Chris,608717,86.8,Changeup,32.4,11.6
Martin,Brett,656685,93.5,4-Seamer,17.2,5.4
Martin,Chris,455119,94.6,Sinker,19.7,14.3
Garcia,Yimi,554340,87.2,Changeup,32.4,18.3
Sánchez,Aníbal,434671,83.2,Slider,34.6,5.1
Schreiber,John,670167,88.5,Changeup,37.6,15.6
Howard,Spencer,675921,75,Curveball,66.1,6.2
Foster,Matt,641582,83.9,Changeup,25.8,11.9
Manning,Matt,666159,86.2,Changeup,29.5,11.7
Ottavino,Adam,493603,89.1,Changeup,33.3,16.5
Pilkington,Konnor,663455,77,Curveball,57.3,6.3
Wentz,Joey,666214,84.1,Changeup,27,15
Keuchel,Dallas,572971,87.9,4-Seamer,21.6,3.5
Henry,Tommy,674072,84.7,Changeup,34.1,14.3
Quijada,José,650671,86.9,Changeup,31.3,16.3
Manning,Matt,666159,92.8,Sinker,17.3,9.8
Ramirez,Yohan,670990,93.8,4-Seamer,19,9.2
Smeltzer,Devin,656970,77.1,Slider,44.9,15.7
Herget,Jimmy,623474,84.3,Changeup,41.5,8.4
Gibaut,Ian,664139,85.9,Changeup,29.4,14.9
McFarland,T.J.,519008,79.5,Slider,46.4,4.8
Castellanos,Humberto,528748,89.4,4-Seamer,22.6,6.5
Morejon,Adrian,670970,87.6,Slider,37.2,5.3
Mayers,Mike,594577,88.3,Cutter,27.5,1.8
King,Michael,650633,88.3,Changeup,27.4,17.8
Rucker,Michael,621074,90,Changeup,29.5,14.6
Martinez,Seth,661527,86.5,Changeup,37.2,15.2
Gilbert,Tyler,656457,81.7,Splitter,30.5,11.6
Castano,Daniel,641447,84,Changeup,29.8,12.6
Eflin,Zach,621107,87,Changeup,27.8,13.8
Liberatore,Matthew,669461,85.9,Changeup,28.2,12.8
Fleming,Josh,676596,79.5,Curveball,48,12.5
Jefferies,Daulton,641726,92.4,4-Seamer,17.2,10.8
Santana,Dennis,642701,97.7,4-Seamer,13.9,12.8
Bañuelos,Manny,544365,83.1,Changeup,34.5,15.7
Graterol,Brusdar,660813,99.4,4-Seamer,14.4,8.3
Liberatore,Matthew,669461,86,Slider,34.9,4
Abreu,Albert,656061,88,Changeup,26.6,16.6
Koenig,Jared,657649,89.4,4-Seamer,21.1,4.2
Maton,Phil,664208,90.2,Sinker,24.7,15.2
Thompson,Ryan,657044,91.6,4-Seamer,26.8,13.5
Strahm,Matt,621381,88.2,Changeup,27.8,18.4
Chacín,Jhoulys,468504,92.6,4-Seamer,18.4,3.1
Peters,Dillon,596071,84.7,Slider,38.8,3.8
Castano,Daniel,641447,92,4-Seamer,19.5,5.3
Morejon,Adrian,670970,80.1,Curveball,51.2,10.2
Suarez,Robert,663158,93.6,Cutter,20.6,0.8
Rodriguez,Elvin,660730,86.6,Changeup,25.5,14.9
Armstrong,Shawn,542888,86.1,Slider,38.9,10.1
Bellatti,Andrew,571479,89.5,Changeup,27.2,16.3
Sánchez,Aníbal,434671,75.4,Curveball,51.1,3
Weaver,Luke,596133,84.6,Slider,41.2,4.9
Weems,Jordan,607179,87.3,Changeup,29.5,10
Hill,Tim,657612,82.4,Slider,36.5,1.6
Mayers,Mike,594577,86.7,Changeup,30.1,15.7
Lambert,Jimmy,669424,76.8,Curveball,65.4,5.9
Gore,MacKenzie,669022,84.8,Changeup,24.9,13.1
Assad,Javier,665871,81.2,Slider,37.7,10.8
Neris,Héctor,593576,87.6,Slider,29.9,1.7
Wendelken,J.B.,605525,94.4,Sinker,21.8,16.3
Foley,Jason,671345,89.5,Changeup,31.7,14.8
Arano,Víctor,644364,94.5,4-Seamer,14.8,8.5
GarzaJr.,Ralph,621248,91.2,4-Seamer,16.1,7.7
Price,David,456034,83.9,Changeup,33.2,14.6
Gilbert,Tyler,656457,76.2,Curveball,60.3,6.6
Sulser,Cole,642121,84,Slider,31.9,6.7
Wisler,Matt,605538,89.7,4-Seamer,17.1,10.1
Fulmer,Michael,605242,86.5,Changeup,32.5,13.3
Shaw,Bryan,543766,92.4,Sinker,24,8.7
Heaney,Andrew,571760,85,Changeup,31.6,16.7
Moronta,Reyes,606625,89,Changeup,29,17
Crismatt,Nabil,622503,90,Sinker,25.5,15.8
Brazoban,Huascar,623211,96.7,Sinker,20.2,17
King,John,667463,86.7,Cutter,32.8,0.5
Wesneski,Hayden,669713,88.7,Cutter,29.1,4.1
Suter,Brent,608718,87.4,Sinker,23.3,10.3
Kelly,Joe,523260,87.1,Changeup,30.1,17.1
Wick,Rowan,592858,82.2,Slider,37.5,11.8
Stammen,Craig,489334,79.6,Curveball,53.5,8
McCullersJr.,Lance,621121,88.3,Cutter,29.8,3.8
Woodford,Jake,663765,75.3,Curveball,66.2,10.7
Shaw,Bryan,543766,84.3,Slider,39.1,9.8
McCarty,Kirk,668948,77.1,Curveball,54.5,9.1
Blach,Ty,621389,79.2,Curveball,49.9,4.5
Rodríguez,Joely,570257,92.8,4-Seamer,20.2,12
Sandlin,Nick,680704,88.3,Splitter,36.2,11.7
Anderson,Chase,502624,92.5,Sinker,16.5,11.9
LeiterJr.,Mark,643410,79.4,Slider,43.1,13.5
Houck,Tanner,656557,87.6,Splitter,34.1,14.8
Rodriguez,Elvin,660730,78.5,Curveball,50.9,8.9
Ottavino,Adam,493603,87.8,Cutter,29.4,3.4
Snead,Kirby,669912,87.6,Changeup,35.9,18.6
Oviedo,Johan,670912,88.8,Changeup,28.7,15.4
Bleier,Richard,542947,82.9,Changeup,35.1,15.9
Foster,Matt,641582,79.6,Curveball,53.3,2.4
Wentz,Joey,666214,75.4,Curveball,58.8,8.6
Jiménez,Joe,641729,90.7,Changeup,24.3,16.3
GarzaJr.,Ralph,621248,89.4,Cutter,19.3,1.1
Lee,Dylan,669276,86.3,Changeup,26.4,11
Rodríguez,Joely,570257,83.9,Slider,40,5.2
Danish,Tyler,641501,91.2,4-Seamer,24.9,13.2
Banda,Anthony,607455,81.1,Curveball,48.8,7
Newcomb,Sean,656794,78.9,Curveball,59.9,10
Hill,Tim,657612,88.9,Cutter,29.2,8
Kennedy,Ian,453178,79.6,Curveball,50.5,8.3
Barnes,Matt,598264,87.2,Changeup,27.8,18.1
Wilson,Steven,621051,85.1,Changeup,28.7,16.2
Smith,Drew,622098,77.8,Curveball,56.2,15.1
Banks,Tanner,621383,82.1,Curveball,36.1,12.9
Davidson,Tucker,656353,93,Sinker,15.1,8.6
Barlow,Joe,669618,81.3,Curveball,50.2,1.8
Thompson,Zack,668868,87.7,Changeup,26.1,12.3
deGrom,Jacob,594798,83.4,Curveball,41.6,7.3
Leclerc,José,600917,89.2,Cutter,30.8,5.1
Waldichuk,Ken,686610,75.2,Curveball,58.3,15.5
Castillo,Diego,650895,95.7,4-Seamer,18.9,11.9
Assad,Javier,665871,85.4,Changeup,29.6,14.2
Wantz,Andrew,681806,86.9,Changeup,32.2,10.8
Sands,Cole,663485,84.3,Cutter,35,2.9
Bleier,Richard,542947,90.7,4-Seamer,21.2,7.1
Harvey,Hunter,640451,82.8,Curveball,52,8.1
Ragans,Cole,666142,76.3,Curveball,62.3,11.2
Pruitt,Austin,643493,86.2,Changeup,29.2,13.9
McCarty,Kirk,668948,84.7,Changeup,25,12.5
Smith,Drew,622098,85.2,Changeup,24.6,14.2
Anderson,Chase,502624,83.6,Slider,33.2,8.1
Flaherty,Jack,656427,91,Sinker,24.9,11.5
Anderson,Chase,502624,77.8,Curveball,61.8,6.1
Wesneski,Hayden,669713,87,Changeup,32.4,15.3
Miley,Wade,489119,78.7,Slider,40,11.1
Ort,Kaleb,672391,89.8,Changeup,28.2,15.8
Castano,Daniel,641447,89.4,Sinker,27.3,10.7
Thompson,Zack,668868,88.1,Cutter,29.5,0.8
Chapman,Aroldis,547973,100.2,Sinker,11.6,12.6
Silseth,Chase,681217,94.3,Sinker,20.5,14.7
